1,3.33333333333333E-05,3.33333333333333E-06,3.33333333333333E-06,0.0036866667
2,7.33333333333333E-05,0,3.33333333333333E-06,0.0038966667
3,2.33333333333333E-05,0,3.33333333333333E-06,0.00365
4,0.00003,0,6.66666666666667E-06,0.0036866667
5,3.33333333333333E-05,0,3.33333333333333E-06,0.0037333333
6,3.33333333333333E-05,0,3.33333333333333E-06,0.0037933333
7,0.00004,0,3.33333333333333E-06,0.00385
8,0.00004,3.33333333333333E-06,0.00001,0.0038766667
9,0.00005,3.33333333333333E-06,3.33333333333333E-06,0.0041033333
10,4.66666666666667E-05,0.00001,6.66666666666667E-06,0.0039433333
11,0.00004,3.33333333333333E-06,6.66666666666667E-06,0.00392
12,0.00005,0.00001,0.00001,0.0040733333
13,5.66666666666667E-05,0.00001,0.00001,0.0040966667
14,6.33333333333333E-05,6.66666666666667E-06,1.66666666666667E-05,0.0042166667
15,5.66666666666667E-05,6.66666666666667E-06,0.00001,0.00409
